TIMESTAMP,HEAD_POS_REL,HEAD_EULER_REL,CONTROLLER_1_POS_REL,CONTROLLER_1_EULER_REL,CONTROLLER_2_POS_REL,CONTROLLER_2_EULER_REL,CONTROLLER_1_POS_GLB,CONTROLLER_1_EULER_GLB,CONTROLLER_2_POS_GLB,CONTROLLER_2_EULER_GLB,NARRATIVE_EVENTS,SELECTABLE_ITEMS_SELECTED,NIGEL_LOOK_AT,NIGEL_LOOK_AWAY,BACKPACK_LOOK_AT,BACKPACK_LOOK_AWAY
2017-04-21-12-13-01-479000,"[1.5526045560836792, 1.1521191596984863, 0.5053792595863342]","[105.96759033203125, -7.080141544342041, -1.2130708694458008]","[1.897471308708191, 0.645816445350647, 0.8508297204971313]","[72.56794738769531, -33.15442657470703, -7.050212860107422]","[1.8752720355987549, 0.6654329299926758, 0.1359267234802246]","[113.75650024414062, -33.241363525390625, 3.162631034851074]","[-0.15505540370941162, 0.6227866411209106, 0.28975796699523926]","[-17.432052612304688, -33.15442657470703, -7.050212860107422]","[0.5598475933074951, 0.6424031257629395, 0.2675586938858032]","[23.75649642944336, -33.241363525390625, 3.162631034851074]",,,,,,
2017-04-21-12-13-01-724000,"[1.5544781684875488, 1.1530132293701172, 0.5181354880332947]","[99.02790832519531, -7.696097373962402, -0.3955436646938324]","[1.8974833488464355, 0.6458699703216553, 0.8512237071990967]","[72.45525360107422, -33.19120788574219, -6.923433780670166]","[1.875496506690979, 0.6650986671447754, 0.13636362552642822]","[113.69819641113281, -33.233463287353516, 3.266979455947876]","[-0.15544939041137695, 0.622840166091919, 0.2897700071334839]","[-17.54474639892578, -33.19120788574219, -6.923433780670166]","[0.5594106912612915, 0.6420688629150391, 0.26778316497802734]","[23.698192596435547, -33.233463287353516, 3.266979455947876]",,,,,,
2017-04-21-12-13-01-971000,"[1.5555912256240845, 1.1524600982666016, 0.5210504531860352]","[97.0969009399414, -7.284658908843994, -0.21673248708248138]","[1.89773690700531, 0.6463108062744141, 0.8510994911193848]","[72.46610260009766, -33.20355224609375, -6.92612886428833]","[1.8757359981536865, 0.6654117107391357, 0.1365567445755005]","[113.68938446044922, -33.29634094238281, 3.2818961143493652]","[-0.15532517433166504, 0.6232810020446777, 0.2900235652923584]","[-17.53389549255371, -33.20355224609375, -6.92612886428833]","[0.5592175722122192, 0.6423819065093994, 0.26802265644073486]","[23.689382553100586, -33.29634094238281, 3.2818961143493652]",,,,,,
2017-04-21-12-13-02-216000,"[1.5566118955612183, 1.1517360210418701, 0.5233538150787354]","[95.98973083496094, -6.970700740814209, 0.1416238397359848]","[1.8976383209228516, 0.6463786363601685, 0.8513655662536621]","[72.46117401123047, -33.21978759765625, -6.965201377868652]","[1.8753587007522583, 0.6653347015380859, 0.1362898349761963]","[113.70382690429688, -33.28662109375, 3.2280426025390625]","[-0.15559124946594238, 0.6233488321304321, 0.2899249792098999]","[-17.5388240814209, -33.21978759765625, -6.965201377868652]","[0.5594844818115234, 0.6423048973083496, 0.26764535903930664]","[23.703828811645508, -33.28662109375, 3.2280426025390625]",,,,,,
2017-04-21-12-13-02-461000,"[1.5562266111373901, 1.1519980430603027, 0.5251134634017944]","[95.30520629882812, -7.037964344024658, 0.34355518221855164]","[1.8972764015197754, 0.6461199522018433, 0.8515126705169678]","[72.36700439453125, -33.22859191894531, -6.825842380523682]","[1.8751635551452637, 0.6654670238494873, 0.13639116287231445]","[113.66222381591797, -33.29878616333008, 3.2608933448791504]","[-0.15573835372924805, 0.6230901479721069, 0.28956305980682373]","[-17.632997512817383, -33.22859191894531, -6.825842380523682]","[0.5593831539154053, 0.642437219619751, 0.267450213432312]","[23.662221908569336, -33.29878616333008, 3.2608933448791504]",,,,,,
2017-04-21-12-13-02-708000,"[1.5561997890472412, 1.1520121097564697, 0.5252924561500549]","[94.9841537475586, -7.133631229400635, 0.3657497465610504]","[1.8976857662200928, 0.6461564302444458, 0.851474404335022]","[72.36022186279297, -33.22772216796875, -6.821033000946045]","[1.8753033876419067, 0.6655502319335938, 0.1364755630493164]","[113.62775421142578, -33.371822357177734, 3.1434707641601562]","[-0.15570008754730225, 0.6231266260147095, 0.2899724245071411]","[-17.639780044555664, -33.22772216796875, -6.821033000946045]","[0.5592987537384033, 0.6425204277038574, 0.2675900459289551]","[23.62775421142578, -33.371822357177734, 3.1434707641601562]",,,,,,
2017-04-21-12-13-02-953000,"[1.5562223196029663, 1.1521787643432617, 0.5251050591468811]","[95.06013488769531, -7.235270023345947, 0.31728577613830566]","[1.8979032039642334, 0.6462795734405518, 0.8516407012939453]","[72.27193450927734, -33.21949768066406, -6.818388938903809]","[1.8751602172851562, 0.6661520004272461, 0.13670337200164795]","[113.52421569824219, -33.60840606689453, 2.8944146633148193]","[-0.15586638450622559, 0.6232497692108154, 0.29018986225128174]","[-17.728063583374023, -33.21949768066406, -6.818388938903809]","[0.5590709447860718, 0.6431221961975098, 0.2674468755722046]","[23.524215698242188, -33.60840606689453, 2.8944146633148193]",,,,,,
2017-04-21-12-13-03-199000,"[1.5559357404708862, 1.1520819664001465, 0.524889349937439]","[95.13471984863281, -7.186384677886963, 0.29052308201789856]","[1.8977220058441162, 0.6462557315826416, 0.8520064353942871]","[72.13353729248047, -33.1872444152832, -6.668323040008545]","[1.8749721050262451, 0.6662830114364624, 0.1369004249572754]","[113.45316314697266, -33.66874313354492, 2.670037269592285]","[-0.15623211860656738, 0.6232259273529053, 0.29000866413116455]","[-17.86646270751953, -33.1872444152832, -6.668323040008545]","[0.5588738918304443, 0.6432532072067261, 0.26725876331329346]","[23.453166961669922, -33.66874313354492, 2.670037269592285]",,,,,,
2017-04-21-12-13-03-445000,"[1.5553799867630005, 1.1521759033203125, 0.5250368714332581]","[95.08977508544922, -7.231605052947998, 0.2926124036312103]","[1.8978632688522339, 0.6466590166091919, 0.8530356884002686]","[71.86607360839844, -33.104347229003906, -6.403057098388672]","[1.8746886253356934, 0.6663936376571655, 0.137221097946167]","[113.36264038085938, -33.68851852416992, 2.6957244873046875]","[-0.15726137161254883, 0.6236292123794556, 0.2901499271392822]","[-18.133926391601562, -33.104347229003906, -6.403057098388672]","[0.5585532188415527, 0.6433638334274292, 0.2669752836227417]","[23.362642288208008, -33.68851852416992, 2.6957244873046875]",,,,,,
2017-04-21-12-13-03-690000,"[1.5551519393920898, 1.152189016342163, 0.525335431098938]","[94.91814422607422, -7.232700824737549, 0.3867017924785614]","[1.8985379934310913, 0.6467291116714478, 0.8534038066864014]","[71.65616607666016, -32.99256896972656, -6.4609246253967285]","[1.8751691579818726, 0.666458249092102, 0.13716542720794678]","[113.32559967041016, -33.69478225708008, 2.6750776767730713]","[-0.15762948989868164, 0.6236993074417114, 0.29082465171813965]","[-18.343833923339844, -32.99256896972656, -6.4609246253967285]","[0.558608889579773, 0.6434284448623657, 0.2674558162689209]","[23.325597763061523, -33.69478225708008, 2.6750776767730713]",,,,,,
2017-04-21-12-13-03-936000,"[1.554468035697937, 1.1522895097732544, 0.525638222694397]","[94.83596801757812, -7.340775966644287, 0.40237995982170105]","[1.8986138105392456, 0.646120548248291, 0.8540273904800415]","[71.55728149414062, -32.889286041259766, -6.197234153747559]","[1.8751236200332642, 0.6659144163131714, 0.13737750053405762]","[113.29034423828125, -33.618072509765625, 2.6884384155273438]","[-0.15825307369232178, 0.6230907440185547, 0.29090046882629395]","[-18.442720413208008, -32.889286041259766, -6.197234153747559]","[0.5583968162536621, 0.6428846120834351, 0.2674102783203125]","[23.290342330932617, -33.618072509765625, 2.6884384155273438]",,,,,,
2017-04-21-12-13-04-182000,"[1.5543023347854614, 1.15269136428833, 0.5253049731254578]","[94.88456726074219, -7.4072346687316895, 0.369427353143692]","[1.8983694314956665, 0.6463817358016968, 0.8539609909057617]","[71.50060272216797, -32.89395523071289, -6.052973747253418]","[1.8751771450042725, 0.6661258935928345, 0.13728618621826172]","[113.29981994628906, -33.558414459228516, 2.7457118034362793]","[-0.158186674118042, 0.6233519315719604, 0.29065608978271484]","[-18.499393463134766, -32.89395523071289, -6.052973747253418]","[0.558488130569458, 0.6430960893630981, 0.2674638032913208]","[23.29981803894043, -33.558414459228516, 2.7457118034362793]",,,,,,
2017-04-21-12-13-04-427000,"[1.5553418397903442, 1.1520421504974365, 0.5250289440155029]","[95.04289245605469, -7.178861618041992, 0.34660986065864563]","[1.8982301950454712, 0.64629065990448, 0.8542230129241943]","[71.41766357421875, -32.92578887939453, -5.973789215087891]","[1.8751392364501953, 0.6660584211349487, 0.13737571239471436]","[113.32369232177734, -33.620582580566406, 2.7148232460021973]","[-0.1584486961364746, 0.6232608556747437, 0.29051685333251953]","[-18.582334518432617, -32.92578887939453, -5.973789215087891]","[0.5583986043930054, 0.6430286169052124, 0.26742589473724365]","[23.323694229125977, -33.620582580566406, 2.7148232460021973]",,,,,,
2017-04-21-12-13-04-673000,"[1.555838942527771, 1.151289701461792, 0.5209587812423706]","[97.94348907470703, -6.849952697753906, 0.4147160053253174]","[1.8978697061538696, 0.6462912559509277, 0.8542096614837646]","[71.44693756103516, -32.96877670288086, -5.962041854858398]","[1.8750211000442505, 0.6659722328186035, 0.1375049352645874]","[113.32057189941406, -33.61210250854492, 2.731900691986084]","[-0.15843534469604492, 0.6232614517211914, 0.29015636444091797]","[-18.553064346313477, -32.96877670288086, -5.962041854858398]","[0.5582693815231323, 0.6429424285888672, 0.26730775833129883]","[23.320568084716797, -33.61210250854492, 2.731900691986084]",,,,,,
2017-04-21-12-13-04-919000,"[1.5503977537155151, 1.1490474939346313, 0.484624445438385]","[121.1515121459961, -6.184337615966797, 0.7990713119506836]","[1.8976292610168457, 0.6466838121414185, 0.8535768985748291]","[71.62518310546875, -33.1048698425293, -6.119998931884766]","[1.8751519918441772, 0.6662099361419678, 0.1374589204788208]","[113.28346252441406, -33.57781982421875, 2.887645721435547]","[-0.15780258178710938, 0.6236540079116821, 0.28991591930389404]","[-18.374814987182617, -33.1048698425293, -6.119998931884766]","[0.5583153963088989, 0.6431801319122314, 0.2674386501312256]","[23.283462524414062, -33.57781982421875, 2.887645721435547]",,,,,,
2017-04-21-12-13-05-164000,"[1.526705265045166, 1.1436179876327515, 0.441955029964447]","[147.10714721679688, -4.226978778839111, 1.533914566040039]","[1.8977817296981812, 0.6464343070983887, 0.8509731292724609]","[72.4425048828125, -33.255462646484375, -7.435900688171387]","[1.8751451969146729, 0.6655236482620239, 0.1364229917526245]","[113.60326385498047, -33.40370559692383, 2.347280979156494]","[-0.1551988124847412, 0.6234045028686523, 0.2900683879852295]","[-17.5574951171875, -33.255462646484375, -7.435900688171387]","[0.5593513250350952, 0.6424938440322876, 0.2674318552017212]","[23.6032657623291, -33.40370559692383, 2.347280979156494]",,,,,,
2017-04-21-12-13-05-409000,"[1.5082778930664062, 1.1395728588104248, 0.42207270860671997]","[158.42691040039062, -1.871094822883606, 2.3508899211883545]","[1.8970932960510254, 0.6461236476898193, 0.8503580093383789]","[72.29026794433594, -33.310752868652344, -7.766461372375488]","[1.8764909505844116, 0.6646153926849365, 0.13701212406158447]","[113.08525848388672, -32.89737319946289, 2.6965279579162598]","[-0.15458369255065918, 0.623093843460083, 0.28937995433807373]","[-17.709735870361328, -33.310752868652344, -7.766461372375488]","[0.5587621927261353, 0.6415855884552002, 0.26877760887145996]","[23.08526039123535, -32.89737319946289, 2.6965279579162598]",,,,,,
2017-04-21-12-13-05-655000,"[1.493689775466919, 1.1331779956817627, 0.4096851944923401]","[166.4591522216797, 1.7025485038757324, 2.883404493331909]","[1.897520899772644, 0.6462202072143555, 0.8525043725967407]","[71.63350677490234, -33.00879669189453, -6.985487937927246]","[1.8775043487548828, 0.6640617847442627, 0.13523662090301514]","[113.70812225341797, -32.42918014526367, 2.0275866985321045]","[-0.156730055809021, 0.6231904029846191, 0.2898075580596924]","[-18.366491317749023, -33.00879669189453, -6.985487937927246]","[0.5605376958847046, 0.6410319805145264, 0.26979100704193115]","[23.708120346069336, -32.42918014526367, 2.0275866985321045]",,,,,,
2017-04-21-12-13-05-900000,"[1.4937748908996582, 1.1287217140197754, 0.40669089555740356]","[166.03131103515625, 4.082267761230469, 2.5462098121643066]","[1.8974286317825317, 0.6468675136566162, 0.8534622192382812]","[71.33135986328125, -32.98043441772461, -6.803224086761475]","[1.877573847770691, 0.663723349571228, 0.13502109050750732]","[113.76555633544922, -32.35681915283203, 1.8095836639404297]","[-0.15768790245056152, 0.6238377094268799, 0.2897152900695801]","[-18.66864013671875, -32.98043441772461, -6.803224086761475]","[0.5607532262802124, 0.6406935453414917, 0.26986050605773926]","[23.76555633544922, -32.35681915283203, 1.8095836639404297]",,,,,,
2017-04-21-12-13-06-146000,"[1.5025250911712646, 1.128139853477478, 0.4091700315475464]","[162.51629638671875, 4.570863723754883, 2.581210136413574]","[1.897873044013977, 0.6467514038085938, 0.8534460067749023]","[71.42147064208984, -32.94679641723633, -6.9095659255981445]","[1.8771648406982422, 0.6640225648880005, 0.13450539112091064]","[113.91252899169922, -32.444366455078125, 1.4544737339019775]","[-0.15767168998718262, 0.6237215995788574, 0.2901597023010254]","[-18.57852554321289, -32.94679641723633, -6.9095659255981445]","[0.5612689256668091, 0.6409927606582642, 0.2694514989852905]","[23.912527084350586, -32.444366455078125, 1.4544737339019775]",,,,,,
2017-04-21-12-13-06-392000,"[1.511612892150879, 1.1306604146957397, 0.4173213243484497]","[156.31930541992188, 3.7741739749908447, 1.419675350189209]","[1.8974260091781616, 0.6468713283538818, 0.8545337915420532]","[70.99598693847656, -33.00429916381836, -6.385879993438721]","[1.8769218921661377, 0.6645371913909912, 0.13460588455200195]","[113.90251159667969, -32.65987777709961, 1.333076000213623]","[-0.1587594747543335, 0.6238415241241455, 0.28971266746520996]","[-19.004013061523438, -33.00429916381836, -6.385879993438721]","[0.5611684322357178, 0.6415073871612549, 0.26920855045318604]","[23.902509689331055, -32.65987777709961, 1.333076000213623]",,,,,,
2017-04-21-12-13-06-637000,"[1.5039738416671753, 1.1240952014923096, 0.4063056707382202]","[170.43392944335938, 5.075323104858398, 8.948114395141602]","[1.9073129892349243, 0.6345740556716919, 0.8650552034378052]","[68.47434997558594, -27.261198043823242, -7.4732465744018555]","[1.8594309091567993, 0.6808071136474609, 0.12780296802520752]","[118.55735778808594, -38.74818801879883, 1.5227346420288086]","[-0.16928088665008545, 0.6115442514419556, 0.29959964752197266]","[-21.52564811706543, -27.261198043823242, -7.4732465744018555]","[0.5679713487625122, 0.6577773094177246, 0.25171756744384766]","[28.55735969543457, -38.74818801879883, 1.5227346420288086]",,,,,,
2017-04-21-12-13-06-883000,"[1.5176591873168945, 1.1183717250823975, 0.40382587909698486]","[-168.82827758789062, 6.9245710372924805, 19.413047790527344]","[1.9988200664520264, 0.6261497735977173, 0.8216153383255005]","[76.4889144897461, -21.28913688659668, -10.997130393981934]","[1.8105839490890503, 0.6722339391708374, 0.10853493213653564]","[129.5192108154297, -36.98430633544922, -2.048630714416504]","[-0.12584102153778076, 0.603119969367981, 0.3911067247390747]","[-13.511086463928223, -21.28913688659668, -10.997130393981934]","[0.5872393846511841, 0.6492041349411011, 0.20287060737609863]","[39.51920700073242, -36.98430633544922, -2.048630714416504]",,,,,,
2017-04-21-12-13-07-129000,"[1.5021213293075562, 1.1266779899597168, 0.47423940896987915]","[-156.35379028320312, 2.967245578765869, 20.107824325561523]","[2.0351181030273438, 0.6243782043457031, 0.7100907564163208]","[101.51802062988281, -37.991905212402344, -29.111976623535156]","[1.7565293312072754, 0.6676037311553955, 0.09291410446166992]","[138.2461395263672, -34.68620681762695, 2.7890408039093018]","[-0.014316439628601074, 0.6013484001159668, 0.4274047613143921]","[11.518016815185547, -37.991905212402344, -29.111976623535156]","[0.6028602123260498, 0.6445739269256592, 0.14881598949432373]","[48.24614715576172, -34.68620681762695, 2.7890408039093018]",,,,,,
2017-04-21-12-13-07-375000,"[1.4732768535614014, 1.1374354362487793, 0.5438286662101746]","[-147.08734130859375, -0.8743442296981812, 13.8092679977417]","[2.070897102355957, 0.6307651996612549, 0.6718659400939941]","[99.5009765625, -38.2144889831543, -20.859806060791016]","[1.6808606386184692, 0.6651387214660645, 0.08521640300750732]","[148.57806396484375, -33.958797454833984, 2.9017105102539062]","[0.023908376693725586, 0.6077353954315186, 0.4631838798522949]","[9.50097942352295, -38.2144889831543, -20.859806060791016]","[0.6105579137802124, 0.6421089172363281, 0.07314729690551758]","[58.57805633544922, -33.958797454833984, 2.9017105102539062]",,,,,,
2017-04-21-12-13-07-621000,"[1.481630563735962, 1.1410185098648071, 0.5594916343688965]","[-143.5363006591797, -2.9395663738250732, 14.01776123046875]","[2.0841197967529297, 0.6279594898223877, 0.643319845199585]","[102.59492492675781, -36.64911651611328, -19.143205642700195]","[1.6655718088150024, 0.6623202562332153, 0.09189450740814209]","[146.06008911132812, -35.13594055175781, 9.861041069030762]","[0.052454471588134766, 0.6049296855926514, 0.4764063358306885]","[12.594921112060547, -36.64911651611328, -19.143205642700195]","[0.6038798093795776, 0.639290452003479, 0.05785846710205078]","[56.06009292602539, -35.13594055175781, 9.861041069030762]",,,,,,
2017-04-21-12-13-07-866000,"[1.4676663875579834, 1.1352527141571045, 0.5454007983207703]","[-140.17771911621094, -0.11705056577920914, 15.39344310760498]","[2.087664842605591, 0.6224731206893921, 0.6359226703643799]","[104.0063705444336, -35.76877212524414, -21.487417221069336]","[1.6568480730056763, 0.6629786491394043, 0.09080380201339722]","[147.7794189453125, -35.17800521850586, 7.674707412719727]","[0.059851646423339844, 0.5994433164596558, 0.47995150089263916]","[14.006370544433594, -35.76877212524414, -21.487417221069336]","[0.6049705147743225, 0.639948844909668, 0.04913473129272461]","[57.77942657470703, -35.17800521850586, 7.674707412719727]",,,,,,
2017-04-21-12-13-08-112000,"[1.4474530220031738, 1.122262954711914, 0.49470674991607666]","[-136.0368194580078, 6.089738845825195, 19.772865295410156]","[2.1005725860595703, 0.6098153591156006, 0.6438573598861694]","[99.139892578125, -31.120561599731445, -22.628829956054688]","[1.6536692380905151, 0.6626758575439453, 0.08538186550140381]","[149.05078125, -34.719966888427734, 3.17025089263916]","[0.05191695690155029, 0.5867855548858643, 0.49285924434661865]","[9.139894485473633, -31.120561599731445, -22.628829956054688]","[0.6103924512863159, 0.639646053314209, 0.04595589637756348]","[59.05078887939453, -34.719966888427734, 3.17025089263916]",,,,,,
2017-04-21-12-13-08-358000,"[1.4329768419265747, 1.1183412075042725, 0.46754908561706543]","[-132.3648223876953, 8.171195030212402, 21.956541061401367]","[2.107205867767334, 0.6044756174087524, 0.635144829750061]","[100.13157653808594, -29.534744262695312, -24.373254776000977]","[1.6469155550003052, 0.6630620956420898, 0.08517956733703613]","[149.84161376953125, -35.19017791748047, 1.2929651737213135]","[0.06062948703765869, 0.5814458131790161, 0.4994925260543823]","[10.131576538085938, -29.534744262695312, -24.373254776000977]","[0.6105947494506836, 0.6400322914123535, 0.039202213287353516]","[59.841617584228516, -35.19017791748047, 1.2929651737213135]",,,,,,
2017-04-21-12-13-08-603000,"[1.4333850145339966, 1.1236491203308105, 0.46626412868499756]","[-132.34783935546875, 5.492669582366943, 21.87453269958496]","[2.112319231033325, 0.5996798276901245, 0.619374692440033]","[102.74219512939453, -28.476314544677734, -26.840652465820312]","[1.633488655090332, 0.6630321741104126, 0.08238708972930908]","[152.4774169921875, -34.65934371948242, -0.7689064741134644]","[0.07639962434768677, 0.5766500234603882, 0.5046058893203735]","[12.74219799041748, -28.476314544677734, -26.840652465820312]","[0.6133872270584106, 0.6400023698806763, 0.02577531337738037]","[62.477420806884766, -34.65934371948242, -0.7689064741134644]",,,,,,
2017-04-21-12-13-08-849000,"[1.4350136518478394, 1.1229398250579834, 0.4781569242477417]","[-131.0185546875, 4.240511417388916, 21.940792083740234]","[2.1147587299346924, 0.6022576093673706, 0.5982112884521484]","[105.7372817993164, -28.9605655670166, -25.224624633789062]","[1.6135213375091553, 0.6637029647827148, 0.0836111307144165]","[155.24761962890625, -34.54589080810547, -1.1781400442123413]","[0.09756302833557129, 0.5792278051376343, 0.5070453882217407]","[15.737279891967773, -28.9605655670166, -25.224624633789062]","[0.6121631860733032, 0.6406731605529785, 0.005807995796203613]","[65.24761962890625, -34.54589080810547, -1.1781400442123413]",,,,,,
2017-04-21-12-13-09-095000,"[1.4365599155426025, 1.1322596073150635, 0.5045247673988342]","[-128.76748657226562, 2.174656391143799, 18.556640625]","[2.1196908950805664, 0.5999923944473267, 0.5717937350273132]","[109.21141052246094, -28.613740921020508, -25.39772605895996]","[1.598109245300293, 0.6613742113113403, 0.08428895473480225]","[156.8994903564453, -33.726829528808594, 0.47969192266464233]","[0.1239805817604065, 0.5769625902175903, 0.5119774341583252]","[19.211408615112305, -28.613740921020508, -25.39772605895996]","[0.6114853620529175, 0.638344407081604, -0.009604096412658691]","[66.89949798583984, -33.726829528808594, 0.47969192266464233]",,,,,,
2017-04-21-12-13-09-341000,"[1.4315978288650513, 1.1347166299819946, 0.5317347645759583]","[-125.73021697998047, 1.80995512008667, 15.673391342163086]","[2.121222496032715, 0.6023136377334595, 0.5464314222335815]","[112.12351989746094, -29.020095825195312, -24.755949020385742]","[1.5759458541870117, 0.6607997417449951, 0.08659905195236206]","[160.0557098388672, -33.52129364013672, 0.8289090991020203]","[0.14934289455413818, 0.5792838335037231, 0.5135091543197632]","[22.123519897460938, -29.020095825195312, -24.755949020385742]","[0.6091752648353577, 0.6377699375152588, -0.03176748752593994]","[70.05570220947266, -33.52129364013672, 0.8289090991020203]",,,,,,
2017-04-21-12-13-09-586000,"[1.424587607383728, 1.1390960216522217, 0.5621280670166016]","[-123.94598388671875, 0.9239784479141235, 11.40247631072998]","[2.1212151050567627, 0.6047629117965698, 0.5315796732902527]","[113.70748901367188, -29.47996711730957, -23.670238494873047]","[1.5615465641021729, 0.660922646522522, 0.09027862548828125]","[161.82952880859375, -33.3533935546875, 1.6087504625320435]","[0.16419464349746704, 0.5817331075668335, 0.513501763343811]","[23.707487106323242, -29.47996711730957, -23.670238494873047]","[0.6054956912994385, 0.6378928422927856, -0.04616677761077881]","[71.82952880859375, -33.3533935546875, 1.6087504625320435]",,,,,,
2017-04-21-12-13-09-832000,"[1.4331568479537964, 1.1386337280273438, 0.5639762878417969]","[-124.17167663574219, 0.7868326902389526, 11.805821418762207]","[2.1210289001464844, 0.6042461395263672, 0.5234127640724182]","[114.98729705810547, -29.771705627441406, -23.604005813598633]","[1.5564690828323364, 0.6604717969894409, 0.09065765142440796]","[162.7482452392578, -33.059898376464844, 1.7514060735702515]","[0.1723615527153015, 0.5812163352966309, 0.5133155584335327]","[24.987295150756836, -29.771705627441406, -23.604005813598633]","[0.6051166653633118, 0.6374419927597046, -0.051244258880615234]","[72.74825286865234, -33.059898376464844, 1.7514060735702515]",,,,,,
2017-04-21-12-13-10-078000,"[1.4268341064453125, 1.1359076499938965, 0.557400107383728]","[-124.09701538085938, 1.4071613550186157, 12.344305992126465]","[2.1197829246520996, 0.6058691740036011, 0.5232158303260803]","[114.76934051513672, -30.120311737060547, -23.733489990234375]","[1.554983377456665, 0.6600271463394165, 0.08992201089859009]","[162.73989868164062, -33.03791809082031, 1.0076273679733276]","[0.1725584864616394, 0.5828393697738647, 0.5120697021484375]","[24.76934051513672, -30.120311737060547, -23.733489990234375]","[0.6058523058891296, 0.6369973421096802, -0.05272996425628662]","[72.73990631103516, -33.03791809082031, 1.0076273679733276]",,,,,,
2017-04-21-12-13-10-323000,"[1.4281797409057617, 1.136270523071289, 0.5535053610801697]","[-124.4714126586914, 1.1452677249908447, 12.526280403137207]","[2.1200053691864014, 0.6050050258636475, 0.5213837623596191]","[115.26158905029297, -29.83489418029785, -24.084936141967773]","[1.5553615093231201, 0.6597942113876343, 0.08934527635574341]","[162.63792419433594, -32.93891906738281, 0.8189943432807922]","[0.17439055442810059, 0.5819752216339111, 0.5122920274734497]","[25.26158905029297, -29.83489418029785, -24.084936141967773]","[0.6064290404319763, 0.636764407157898, -0.05235183238983154]","[72.63792419433594, -32.93891906738281, 0.8189943432807922]",,,,,,
2017-04-21-12-13-10-569000,"[1.4305697679519653, 1.1370662450790405, 0.5573680400848389]","[-124.97944641113281, 0.648780107498169, 12.020078659057617]","[2.119676113128662, 0.6052875518798828, 0.5222537517547607]","[115.02851104736328, -30.05937385559082, -23.65419578552246]","[1.5568196773529053, 0.6592936515808105, 0.08930861949920654]","[162.22178649902344, -32.710872650146484, 1.2942800521850586]","[0.17352056503295898, 0.5822577476501465, 0.511962890625]","[25.028512954711914, -30.05937385559082, -23.65419578552246]","[0.6064656972885132, 0.6362638473510742, -0.05089366436004639]","[72.22179412841797, -32.710872650146484, 1.2942800521850586]",,,,,,
2017-04-21-12-13-10-815000,"[1.4335721731185913, 1.1374536752700806, 0.5584021806716919]","[-125.46375274658203, 0.10213688760995865, 12.323877334594727]","[2.1191391944885254, 0.6057008504867554, 0.5224987268447876]","[115.0965347290039, -30.25751495361328, -23.420419692993164]","[1.5577117204666138, 0.6590839624404907, 0.08941006660461426]","[161.9416961669922, -32.61812210083008, 1.5513172149658203]","[0.17327558994293213, 0.582671046257019, 0.5114259719848633]","[25.096532821655273, -30.25751495361328, -23.420419692993164]","[0.6063642501831055, 0.6360541582107544, -0.05000162124633789]","[71.94170379638672, -32.61812210083008, 1.5513172149658203]",,,,,,
2017-04-21-12-13-11-061000,"[1.4342199563980103, 1.1374964714050293, 0.5559764504432678]","[-125.95775604248047, -0.12551985681056976, 12.541528701782227]","[2.1188435554504395, 0.606293797492981, 0.5221958160400391]","[115.07549285888672, -30.356353759765625, -23.5458927154541]","[1.5579776763916016, 0.6581381559371948, 0.08835434913635254]","[161.7681121826172, -32.25876998901367, 1.2193669080734253]","[0.17357850074768066, 0.5832639932632446, 0.5111303329467773]","[25.075490951538086, -30.356353759765625, -23.5458927154541]","[0.6074199676513672, 0.6351083517074585, -0.0497356653213501]","[71.76811218261719, -32.25876998901367, 1.2193669080734253]",,,,,,
2017-04-21-12-13-11-306000,"[1.435052752494812, 1.1371328830718994, 0.5537374019622803]","[-126.42626953125, -0.03346075862646103, 12.834854125976562]","[2.1189723014831543, 0.6061325073242188, 0.5221952199935913]","[115.0111312866211, -30.36518096923828, -23.452619552612305]","[1.5578447580337524, 0.6579320430755615, 0.08775120973587036]","[161.89700317382812, -32.05476379394531, 0.8933752179145813]","[0.17357909679412842, 0.5831027030944824, 0.5112588405609131]","[25.01112937927246, -30.36518096923828, -23.452619552612305]","[0.6080231070518494, 0.6349022388458252, -0.04986858367919922]","[71.8969955444336, -32.05476379394531, 0.8933752179145813]",,,,,,
2017-04-21-12-13-11-552000,"[1.4365315437316895, 1.1390559673309326, 0.5568128228187561]","[-126.7598648071289, -0.8107145428657532, 12.400973320007324]","[2.1186423301696777, 0.6066640615463257, 0.5227372050285339]","[114.85945892333984, -30.54926109313965, -23.282472610473633]","[1.557864785194397, 0.658217191696167, 0.08793294429779053]","[161.89939880371094, -31.994091033935547, 0.9546569585800171]","[0.1730371117591858, 0.5836342573165894, 0.5109288692474365]","[24.859455108642578, -30.54926109313965, -23.282472610473633]","[0.6078413724899292, 0.6351873874664307, -0.04984855651855469]","[71.89940643310547, -31.994091033935547, 0.9546569585800171]",,,,,,
